age,duration,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
55,415,-3,92.713,-33,0.71,5023.5,engineer
54,34,1.4,93.918,-42.7,4.955,5228.1,doctor
32,182,1.4,93.444,-36.1,4.964,5228.1,nurse
27,219,-1.8,93.369,-34.8,0.653,5008.7,engineer
45,265,-1.8,92.893,-46.2,1.327,5099.1,doctor
47,678,1.4,93.918,-42.7,4.96,5228.1,nurse
29,189,1.1,93.994,-36.4,4.856,5191,doctor
42,115,1.4,93.918,-42.7,4.957,5228.1,doctor
28,319,-1.8,93.075,-47.1,1.365,5099.1,nurse
27,367,-1.8,92.893,-46.2,1.266,5099.1,doctor
45,197,-1.8,92.893,-46.2,1.244,5099.1,doctor
45,167,-0.1,93.2,-42,4.153,5195.8,nurse
33,125,1.1,93.994,-36.4,4.857,5191,doctor
36,71,1.4,93.918,-42.7,4.961,5228.1,doctor
34,106,1.4,93.918,-42.7,4.959,5228.1,nurse
30,360,1.4,93.444,-36.1,4.964,5228.1,doctor
33,273,1.4,93.918,-42.7,4.963,5228.1,doctor
56,36,1.4,94.465,-41.8,4.962,5228.1,nurse
58,326,1.4,94.465,-41.8,4.947,5228.1,doctor
52,157,-0.1,93.2,-42,4.021,5195.8,doctor
52,479,1.4,93.918,-42.7,4.963,5228.1,nurse
36,103,1.4,93.918,-42.7,4.963,5228.1,doctor
36,118,-0.1,93.2,-42,4.12,5195.8,doctor
53,144,1.4,93.444,-36.1,4.97,5228.1,nurse
52,197,1.4,93.444,-36.1,4.963,5228.1,doctor
47,69,1.1,93.994,-36.4,4.86,5191,doctor
37,596,1.1,93.994,-36.4,4.857,5191,nurse
25,113,1.1,93.994,-36.4,4.86,5191,doctor
32,59,1.4,93.918,-42.7,4.961,5228.1,doctor
34,101,-1.8,92.893,-46.2,1.25,5099.1,nurse
39,337,1.4,94.465,-41.8,4.866,5228.1,doctor
52,285,-0.1,93.2,-42,4.153,5195.8,doctor
48,1082,1.4,94.465,-41.8,4.961,5228.1,nurse
48,44,1.4,93.918,-42.7,4.963,5228.1,doctor
50,165,1.1,93.994,-36.4,4.859,5191,doctor
55,89,1.4,94.465,-41.8,4.962,5228.1,nurse
38,154,-0.1,93.2,-42,4.153,5195.8,doctor
46,91,1.4,93.444,-36.1,4.962,5228.1,doctor
31,206,-1.8,92.893,-46.2,1.299,5099.1,nurse
27,102,1.4,93.918,-42.7,4.963,5228.1,doctor
50,166,-1.8,92.893,-46.2,1.344,5099.1,doctor
52,306,1.1,93.994,-36.4,4.859,5191,doctor
44,398,1.1,93.994,-36.4,4.857,5191,nurse
35,577,-1.7,94.215,-40.3,0.835,4991.6,engineer
47,353,1.1,93.994,-36.4,4.857,5191,doctor
32,152,1.4,93.918,-42.7,4.963,5228.1,doctor
34,437,-1.8,92.893,-46.2,1.299,5099.1,nurse
40,172,-1.8,92.893,-46.2,1.281,5099.1,doctor
56,166,1.1,93.994,-36.4,4.855,5191,doctor
48,321,1.4,93.444,-36.1,4.968,5228.1,doctor
42,163,1.4,93.918,-42.7,4.962,5228.1,nurse
48,309,-0.1,93.2,-42,4.191,5195.8,doctor
39,244,1.4,93.918,-42.7,4.968,5228.1,doctor
46,132,-0.1,93.2,-42,4.191,5195.8,doctor
41,420,1.1,93.994,-36.4,4.856,5191,nurse
56,252,1.4,94.465,-41.8,4.865,5228.1,doctor
25,243,-1.8,92.843,-50,1.531,5099.1,engineer
24,482,1.4,93.918,-42.7,4.957,5228.1,nurse
24,920,1.4,94.465,-41.8,4.865,5228.1,doctor
39,177,1.4,93.444,-36.1,4.965,5228.1,doctor
42,81,-0.1,93.2,-42,4.021,5195.8,doctor
35,174,1.4,93.444,-36.1,4.964,5228.1,nurse
57,53,1.1,93.994,-36.4,4.857,5191,doctor
29,268,1.4,93.918,-42.7,4.957,5228.1,doctor
35,176,1.4,93.444,-36.1,4.964,5228.1,doctor
37,724,-1.8,93.075,-47.1,1.405,5099.1,nurse
42,457,1.4,94.465,-41.8,4.864,5228.1,doctor
36,89,-1.8,92.893,-46.2,1.313,5099.1,doctor
41,92,1.4,93.918,-42.7,4.963,5228.1,doctor
47,110,1.4,93.444,-36.1,4.965,5228.1,nurse
47,729,1.4,93.444,-36.1,4.963,5228.1,doctor
44,144,-1.8,92.893,-46.2,1.299,5099.1,doctor
29,87,-1.8,92.893,-46.2,1.244,5099.1,doctor
58,256,-1.8,92.893,-46.2,1.25,5099.1,nurse
36,279,-0.1,93.2,-42,4.191,5195.8,doctor
30,256,1.4,93.918,-42.7,4.962,5228.1,doctor
46,74,1.1,93.994,-36.4,4.856,5191,doctor
30,173,1.4,93.918,-42.7,4.963,5228.1,nurse
30,13,1.4,94.465,-41.8,4.959,5228.1,doctor
40,380,1.1,93.994,-36.4,4.856,5191,doctor
27,444,1.4,94.465,-41.8,4.864,5228.1,doctor
50,192,1.4,93.918,-42.7,4.963,5228.1,nurse
45,636,1.4,93.918,-42.7,4.963,5228.1,doctor
52,149,1.4,93.444,-36.1,4.963,5228.1,doctor
35,83,1.1,93.994,-36.4,4.857,5191,nurse
41,251,-1.8,93.075,-47.1,1.405,5099.1,doctor
41,15,1.4,93.444,-36.1,4.962,5228.1,doctor
45,194,-2.9,92.469,-33.6,1.029,5076.2,nurse
30,70,-1.8,92.893,-46.2,1.334,5099.1,doctor
62,129,-3.4,92.431,-26.9,0.735,5017.5,nurse
34,118,1.4,93.918,-42.7,4.962,5228.1,doctor
27,350,1.1,93.994,-36.4,4.857,5191,nurse
33,21,1.4,93.918,-42.7,4.968,5228.1,doctor
30,225,-0.1,93.2,-42,4.021,5195.8,nurse
75,233,-1.8,92.843,-50,1.56,5099.1,doctor
31,112,-0.1,93.2,-42,4.12,5195.8,doctor
34,232,1.4,93.918,-42.7,4.961,5228.1,nurse
29,181,-3.4,92.431,-26.9,0.743,5017.5,doctor
46,96,-2.9,92.963,-40.8,1.262,5076.2,doctor
31,122,-1.8,92.893,-46.2,1.313,5099.1,nurse
27,258,-2.9,92.469,-33.6,0.944,5076.2,doctor
32,131,1.1,93.994,-36.4,4.858,5191,doctor
45,582,-1.8,92.893,-46.2,1.259,5099.1,engineer
31,59,-0.1,93.2,-42,4.021,5195.8,nurse
25,22,1.1,93.994,-36.4,4.855,5191,doctor
33,108,-1.8,93.075,-47.1,1.405,5099.1,doctor
30,70,1.4,93.918,-42.7,4.968,5228.1,nurse
29,112,-1.1,94.767,-50.8,1.028,4963.6,doctor
26,252,1.1,93.994,-36.4,4.857,5191,doctor
32,212,-1.8,92.893,-46.2,1.266,5099.1,nurse
29,87,1.4,93.444,-36.1,4.963,5228.1,doctor
56,394,1.4,94.465,-41.8,4.961,5228.1,nurse
52,116,1.1,93.994,-36.4,4.857,5191,doctor
34,61,1.4,94.465,-41.8,4.961,5228.1,doctor
45,135,1.1,93.994,-36.4,4.858,5191,nurse
57,758,-1.8,92.893,-46.2,1.299,5099.1,doctor
30,123,1.4,93.444,-36.1,4.964,5228.1,nurse
28,225,1.1,93.994,-36.4,4.859,5191,doctor
26,181,1.4,94.465,-41.8,4.96,5228.1,doctor
33,133,-0.1,93.2,-42,4.076,5195.8,nurse
24,349,1.4,93.918,-42.7,4.962,5228.1,doctor
33,227,1.1,93.994,-36.4,4.858,5191,doctor
33,206,1.1,93.994,-36.4,4.855,5191,nurse
59,137,1.4,93.918,-42.7,4.962,5228.1,doctor
60,118,1.4,94.465,-41.8,4.967,5228.1,doctor
25,959,-1.8,92.893,-46.2,1.266,5099.1,engineer
43,404,1.1,93.994,-36.4,4.857,5191,doctor
58,301,1.4,94.465,-41.8,4.967,5228.1,nurse
47,364,1.4,93.444,-36.1,4.966,5228.1,doctor
39,15,-1.8,92.893,-46.2,1.291,5099.1,doctor
59,235,1.4,94.465,-41.8,4.864,5228.1,nurse
33,283,1.1,93.994,-36.4,4.864,5191,doctor
29,157,-2.9,92.963,-40.8,1.268,5076.2,engineer
47,352,1.1,93.994,-36.4,4.855,5191,doctor
24,102,-1.8,93.075,-47.1,1.405,5099.1,doctor
37,181,-1.8,93.075,-47.1,1.405,5099.1,nurse
36,416,1.1,93.994,-36.4,4.859,5191,doctor
26,878,1.4,93.918,-42.7,4.961,5228.1,engineer
59,145,1.1,93.994,-36.4,4.859,5191,doctor
21,551,-1.8,93.749,-34.6,0.663,5008.7,engineer
32,240,1.4,93.918,-42.7,4.96,5228.1,doctor
37,463,-1.8,93.075,-47.1,1.405,5099.1,nurse
47,223,1.4,93.918,-42.7,4.968,5228.1,doctor
31,143,1.4,93.918,-42.7,4.963,5228.1,nurse
38,390,-0.1,93.2,-42,4.153,5195.8,doctor
38,597,1.1,93.994,-36.4,4.857,5191,doctor
29,87,-3.4,92.431,-26.9,0.731,5017.5,nurse
47,89,1.1,93.994,-36.4,4.858,5191,doctor
26,160,1.1,93.994,-36.4,4.857,5191,engineer
41,620,-1.8,93.075,-47.1,1.405,5099.1,doctor
35,205,1.4,93.444,-36.1,4.968,5228.1,doctor
42,179,1.1,93.994,-36.4,4.857,5191,nurse
36,209,1.4,93.444,-36.1,4.965,5228.1,doctor
39,102,1.4,93.918,-42.7,4.962,5228.1,doctor
49,188,-1.8,93.876,-40,0.699,5008.7,doctor
38,204,1.1,93.994,-36.4,4.86,5191,engineer
37,435,-1.8,93.075,-47.1,1.435,5099.1,doctor
36,94,-1.8,92.843,-50,1.538,5099.1,doctor
35,296,-1.8,92.893,-46.2,1.25,5099.1,nurse
47,653,1.4,93.444,-36.1,4.965,5228.1,doctor
33,16,1.4,94.465,-41.8,4.961,5228.1,doctor
56,218,1.1,93.994,-36.4,4.857,5191,doctor
31,248,1.1,93.994,-36.4,4.859,5191,nurse
50,299,1.4,93.444,-36.1,4.963,5228.1,doctor
46,165,1.4,94.465,-41.8,4.864,5228.1,doctor
38,244,-1.8,93.075,-47.1,1.405,5099.1,nurse
23,250,-1.7,94.215,-40.3,0.846,4991.6,engineer
56,202,1.4,93.444,-36.1,4.965,5228.1,doctor
43,141,-1.8,93.075,-47.1,1.405,5099.1,nurse
26,251,1.4,93.918,-42.7,4.962,5228.1,doctor
37,60,1.4,93.918,-42.7,4.963,5228.1,doctor
27,72,-1.8,93.075,-47.1,1.415,5099.1,nurse
39,1178,1.4,94.465,-41.8,4.958,5228.1,doctor
32,271,1.4,93.444,-36.1,4.962,5228.1,doctor
43,247,-1.8,92.893,-46.2,1.299,5099.1,doctor
33,289,1.4,93.444,-36.1,4.962,5228.1,nurse
39,72,-1.8,92.893,-46.2,1.334,5099.1,doctor
51,249,-2.9,92.201,-31.4,0.884,5076.2,engineer
47,135,1.4,93.444,-36.1,4.963,5228.1,nurse
51,159,1.4,94.465,-41.8,4.865,5228.1,doctor
36,171,1.4,93.918,-42.7,4.962,5228.1,doctor
29,481,-1.8,92.893,-46.2,1.327,5099.1,nurse
61,154,-1.8,92.893,-46.2,1.266,5099.1,doctor
36,197,-1.8,93.075,-47.1,1.453,5099.1,doctor
30,252,-2.9,92.201,-31.4,0.849,5076.2,engineer
38,69,1.4,93.918,-42.7,4.958,5228.1,nurse
58,73,-0.1,93.2,-42,4.191,5195.8,doctor
46,32,-0.1,93.2,-42,4.153,5195.8,doctor
61,69,-2.9,92.201,-31.4,0.849,5076.2,nurse
26,676,-1.8,92.893,-46.2,1.25,5099.1,doctor
51,279,1.1,93.994,-36.4,4.856,5191,doctor
32,244,1.4,94.465,-41.8,4.96,5228.1,nurse
41,239,1.1,93.994,-36.4,4.857,5191,doctor
30,106,-1.8,93.369,-34.8,0.646,5008.7,doctor
34,15,-1.8,92.893,-46.2,1.25,5099.1,nurse
42,48,1.4,93.918,-42.7,4.962,5228.1,doctor
53,51,1.4,94.465,-41.8,4.959,5228.1,doctor
33,145,1.4,93.918,-42.7,4.96,5228.1,nurse
35,289,1.4,93.918,-42.7,4.962,5228.1,doctor
37,151,1.1,93.994,-36.4,4.855,5191,doctor
31,253,1.1,93.994,-36.4,4.856,5191,nurse
30,294,1.1,93.994,-36.4,4.859,5191,doctor
41,119,1.4,94.465,-41.8,4.96,5228.1,doctor
39,417,1.4,93.444,-36.1,4.97,5228.1,nurse
50,73,1.4,93.918,-42.7,4.968,5228.1,doctor
25,114,-1.8,93.075,-47.1,1.445,5099.1,engineer
53,50,-0.1,93.2,-42,4.021,5195.8,doctor
46,716,1.1,93.994,-36.4,4.857,5191,doctor
34,26,-1.8,92.893,-46.2,1.313,5099.1,doctor
47,94,1.1,93.994,-36.4,4.856,5191,doctor
41,1203,-1.8,93.075,-47.1,1.479,5099.1,engineer
59,143,1.4,93.918,-42.7,4.958,5228.1,doctor
48,9,1.4,93.444,-36.1,4.965,5228.1,nurse
48,36,-1.8,92.893,-46.2,1.25,5099.1,doctor
45,7,1.4,93.444,-36.1,4.962,5228.1,doctor
27,238,-1.8,93.369,-34.8,0.635,5008.7,engineer
48,654,1.4,93.918,-42.7,4.961,5228.1,doctor
57,157,-2.9,92.201,-31.4,0.884,5076.2,doctor
33,130,1.4,93.444,-36.1,4.966,5228.1,doctor
37,158,1.4,93.918,-42.7,4.962,5228.1,nurse
31,170,1.4,94.465,-41.8,4.864,5228.1,doctor
30,722,-1.8,92.893,-46.2,1.327,5099.1,doctor
53,609,1.1,93.994,-36.4,4.856,5191,nurse
45,190,-1.8,92.893,-46.2,1.299,5099.1,doctor
35,187,1.4,93.918,-42.7,4.96,5228.1,doctor
26,196,-1.7,94.215,-40.3,0.885,4991.6,engineer
33,113,1.4,93.444,-36.1,4.964,5228.1,doctor
35,280,1.1,93.994,-36.4,4.857,5191,doctor
35,65,-2.9,92.201,-31.4,0.854,5076.2,doctor
26,76,-1.8,92.843,-50,1.811,5099.1,nurse
42,161,1.4,93.444,-36.1,4.963,5228.1,doctor
50,433,1.4,93.444,-36.1,4.966,5228.1,doctor
46,152,1.1,93.994,-36.4,4.856,5191,doctor
32,1025,-0.1,93.2,-42,4.076,5195.8,engineer
45,290,1.4,94.465,-41.8,4.961,5228.1,doctor
54,82,1.4,93.918,-42.7,4.962,5228.1,doctor
48,105,-1.8,93.075,-47.1,1.405,5099.1,doctor
42,24,1.4,94.465,-41.8,4.967,5228.1,nurse
36,227,1.4,94.465,-41.8,4.864,5228.1,doctor
21,97,-1.8,92.893,-46.2,1.244,5099.1,doctor
23,276,-1.7,94.055,-39.8,0.748,4991.6,engineer
28,154,1.4,93.918,-42.7,4.96,5228.1,doctor
60,590,1.4,93.444,-36.1,4.964,5228.1,doctor
36,66,-1.8,92.893,-46.2,1.281,5099.1,doctor
41,307,1.4,93.444,-36.1,4.963,5228.1,nurse
55,345,1.4,93.918,-42.7,4.968,5228.1,doctor
49,158,1.4,94.465,-41.8,4.959,5228.1,doctor
30,121,1.4,93.918,-42.7,4.959,5228.1,doctor
32,693,-1.8,92.893,-46.2,1.25,5099.1,engineer
60,63,-3.4,92.379,-29.8,0.743,5017.5,doctor
50,49,1.1,93.994,-36.4,4.859,5191,nurse
52,234,1.4,93.444,-36.1,4.965,5228.1,doctor
36,800,-0.1,93.2,-42,4.12,5195.8,doctor
40,253,-1.8,92.893,-46.2,1.259,5099.1,doctor
39,206,1.1,93.994,-36.4,4.864,5191,doctor
50,150,1.4,93.918,-42.7,4.962,5228.1,nurse
35,180,-1.8,92.893,-46.2,1.291,5099.1,doctor
34,182,1.4,93.918,-42.7,4.961,5228.1,doctor
32,46,1.4,93.918,-42.7,4.968,5228.1,doctor
48,64,-1.8,92.893,-46.2,1.291,5099.1,doctor
46,993,1.4,94.465,-41.8,4.958,5228.1,engineer
36,291,1.1,93.994,-36.4,4.86,5191,doctor
82,529,-1.8,93.749,-34.6,0.643,5008.7,engineer
37,96,1.1,93.994,-36.4,4.857,5191,doctor
35,133,-1.8,92.893,-46.2,1.281,5099.1,nurse
28,83,-3.4,92.431,-26.9,0.728,5017.5,doctor
45,9,1.4,93.918,-42.7,4.968,5228.1,doctor
55,143,-0.1,93.2,-42,4.021,5195.8,doctor
28,210,1.1,93.994,-36.4,4.856,5191,nurse
45,54,-1.8,92.893,-46.2,1.354,5099.1,doctor
48,294,1.4,93.918,-42.7,4.968,5228.1,doctor
35,259,1.4,93.444,-36.1,4.965,5228.1,doctor
77,218,-1.7,94.215,-40.3,0.893,4991.6,engineer
42,90,-0.1,93.2,-42,4.245,5195.8,engineer
30,366,-2.9,92.201,-31.4,0.861,5076.2,doctor
30,234,-1.8,92.893,-46.2,1.266,5099.1,nurse
35,130,-0.1,93.2,-42,4.12,5195.8,doctor
35,417,1.4,93.444,-36.1,4.966,5228.1,doctor
43,531,1.4,93.444,-36.1,4.968,5228.1,engineer
33,922,1.4,93.444,-36.1,4.966,5228.1,engineer
30,293,1.1,93.994,-36.4,4.857,5191,nurse
41,181,-1.8,92.893,-46.2,1.344,5099.1,doctor
34,389,1.4,93.918,-42.7,4.962,5228.1,nurse
34,292,-0.1,93.2,-42,4.12,5195.8,doctor
57,391,-3,92.713,-33,0.706,5023.5,engineer
48,233,1.1,93.994,-36.4,4.857,5191,nurse
48,170,-1.8,92.893,-46.2,1.334,5099.1,doctor
32,18,-1.8,92.893,-46.2,1.25,5099.1,doctor
49,253,-1.7,94.215,-40.3,0.87,4991.6,engineer
32,165,1.1,93.994,-36.4,4.857,5191,doctor
39,206,1.4,93.918,-42.7,4.966,5228.1,nurse
35,169,-0.1,93.2,-42,4.153,5195.8,doctor
33,321,1.4,93.444,-36.1,4.963,5228.1,nurse
25,247,1.1,93.994,-36.4,4.855,5191,doctor
37,453,-1.1,94.601,-49.5,1.025,4963.6,engineer
46,107,1.1,93.994,-36.4,4.855,5191,doctor
36,180,1.1,93.994,-36.4,4.86,5191,nurse
36,235,-0.1,93.2,-42,4.076,5195.8,doctor
39,935,1.1,93.994,-36.4,4.857,5191,engineer
26,538,1.4,93.918,-42.7,4.96,5228.1,doctor
43,87,1.4,93.918,-42.7,4.957,5228.1,nurse
48,198,1.4,93.918,-42.7,4.961,5228.1,doctor
52,20,1.4,94.465,-41.8,4.866,5228.1,doctor
42,122,-2.9,92.469,-33.6,1.029,5076.2,nurse
39,1134,1.4,93.444,-36.1,4.968,5228.1,engineer
34,35,-1.8,92.893,-46.2,1.327,5099.1,doctor
47,157,1.4,93.444,-36.1,4.965,5228.1,doctor
52,92,1.4,93.918,-42.7,4.968,5228.1,nurse
30,204,-0.1,93.2,-42,4.12,5195.8,doctor
42,220,-1.8,93.075,-47.1,1.405,5099.1,doctor
35,130,-1.8,92.893,-46.2,1.281,5099.1,doctor
27,3284,-0.1,93.798,-40.4,4.912,5195.8,nurse
45,61,-0.1,93.2,-42,4.191,5195.8,doctor
26,262,-3.4,92.649,-30.1,0.715,5017.5,engineer
48,189,1.4,94.465,-41.8,4.958,5228.1,doctor
23,672,-1.8,92.893,-46.2,1.299,5099.1,nurse
32,106,-0.1,93.2,-42,4.076,5195.8,doctor
44,214,-1.8,92.893,-46.2,1.291,5099.1,doctor
36,225,-1.8,92.893,-46.2,1.281,5099.1,nurse
31,608,-1.7,94.215,-40.3,0.885,4991.6,engineer
42,1206,1.4,93.444,-36.1,4.966,5228.1,engineer
33,82,1.4,93.918,-42.7,4.963,5228.1,nurse
34,52,-1.8,92.893,-46.2,1.344,5099.1,doctor
36,134,1.4,94.465,-41.8,4.961,5228.1,doctor
21,111,1.4,93.918,-42.7,4.957,5228.1,nurse
25,62,1.4,93.918,-42.7,4.963,5228.1,doctor
30,106,-0.1,93.2,-42,4.076,5195.8,doctor
40,96,1.4,94.465,-41.8,4.961,5228.1,nurse
36,135,1.4,93.918,-42.7,4.963,5228.1,doctor
45,125,1.4,93.444,-36.1,4.962,5228.1,nurse
41,264,-0.1,93.2,-42,4.191,5195.8,doctor
34,73,-0.1,93.2,-42,4.12,5195.8,doctor
31,170,1.1,93.994,-36.4,4.857,5191,nurse
50,143,-1.8,93.075,-47.1,1.405,5099.1,doctor
31,282,-1.8,92.893,-46.2,1.299,5099.1,nurse
46,116,-0.1,93.2,-42,4.191,5195.8,doctor
26,115,-1.8,93.749,-34.6,0.659,5008.7,nurse
35,34,1.1,93.994,-36.4,4.86,5191,doctor
52,556,-1.8,93.876,-40,0.668,5008.7,engineer
68,1248,-3.4,92.649,-30.1,0.714,5017.5,engineer
39,57,1.4,93.444,-36.1,4.965,5228.1,doctor
60,280,1.1,93.994,-36.4,4.858,5191,doctor
41,187,-1.8,92.893,-46.2,1.334,5099.1,nurse
55,178,1.4,94.465,-41.8,4.961,5228.1,doctor
48,1096,1.4,93.918,-42.7,4.962,5228.1,engineer
33,275,-1.8,92.893,-46.2,1.281,5099.1,doctor
31,103,1.4,93.918,-42.7,4.963,5228.1,doctor
33,183,1.1,93.994,-36.4,4.859,5191,nurse
50,349,-1.7,94.215,-40.3,0.899,4991.6,engineer
50,117,-2.9,92.963,-40.8,1.26,5076.2,doctor
50,248,1.1,93.994,-36.4,4.857,5191,nurse
42,227,1.4,93.918,-42.7,4.96,5228.1,doctor
34,905,-0.1,93.2,-42,4.12,5195.8,doctor
32,76,-1.8,92.893,-46.2,1.313,5099.1,nurse
33,304,1.4,94.465,-41.8,4.865,5228.1,doctor
42,139,-1.8,92.893,-46.2,1.299,5099.1,doctor
45,845,1.1,93.994,-36.4,4.856,5191,nurse
28,201,-1.8,92.893,-46.2,1.327,5099.1,nurse
59,435,1.4,94.465,-41.8,4.959,5228.1,doctor
35,198,1.1,93.994,-36.4,4.856,5191,nurse
50,474,-1.8,92.893,-46.2,1.299,5099.1,engineer
35,992,1.4,93.918,-42.7,4.962,5228.1,engineer
58,232,1.4,93.918,-42.7,4.958,5228.1,doctor
37,59,1.1,93.994,-36.4,4.857,5191,nurse
30,198,1.1,93.994,-36.4,4.855,5191,doctor
23,85,1.4,94.465,-41.8,4.947,5228.1,nurse
35,35,1.1,93.994,-36.4,4.859,5191,doctor
45,141,-1.8,92.893,-46.2,1.27,5099.1,doctor
35,155,1.4,94.465,-41.8,4.961,5228.1,nurse
29,86,-2.9,92.469,-33.6,1.072,5076.2,doctor
34,118,1.4,93.444,-36.1,4.965,5228.1,doctor
28,175,-1.7,94.215,-40.3,0.876,4991.6,doctor
48,355,-1.8,92.893,-46.2,1.291,5099.1,doctor
32,482,-1.8,93.075,-47.1,1.479,5099.1,engineer
50,23,1.4,93.444,-36.1,4.965,5228.1,doctor
33,172,-0.1,93.2,-42,4.076,5195.8,doctor
44,158,1.1,93.994,-36.4,4.857,5191,nurse
51,175,-0.1,93.2,-42,4.021,5195.8,doctor
33,111,1.4,94.465,-41.8,4.865,5228.1,doctor
58,269,1.4,93.444,-36.1,4.967,5228.1,nurse
32,333,-1.8,93.075,-47.1,1.405,5099.1,doctor
27,259,-1.8,92.893,-46.2,1.291,5099.1,nurse
33,199,1.4,93.918,-42.7,4.96,5228.1,doctor
55,163,-1.8,93.075,-47.1,1.423,5099.1,nurse
31,79,1.4,93.444,-36.1,4.964,5228.1,doctor
37,131,1.1,93.994,-36.4,4.858,5191,nurse
38,182,1.4,93.918,-42.7,4.96,5228.1,doctor
36,501,1.1,93.994,-36.4,4.858,5191,nurse
30,34,-1.8,92.893,-46.2,1.291,5099.1,doctor
38,80,1.4,93.918,-42.7,4.961,5228.1,doctor
28,216,1.4,94.465,-41.8,4.947,5228.1,doctor
54,66,1.1,93.994,-36.4,4.858,5191,nurse
32,186,-1.8,92.893,-46.2,1.27,5099.1,doctor
24,51,1.4,93.918,-42.7,4.962,5228.1,doctor
33,215,1.1,93.994,-36.4,4.857,5191,nurse
27,93,1.4,93.918,-42.7,4.96,5228.1,doctor
55,150,1.4,93.444,-36.1,4.965,5228.1,doctor
32,185,1.4,93.918,-42.7,4.963,5228.1,nurse
33,44,-1.8,92.893,-46.2,1.344,5099.1,doctor
30,171,1.4,93.444,-36.1,4.97,5228.1,doctor
50,20,1.1,93.994,-36.4,4.857,5191,nurse
53,287,1.1,93.994,-36.4,4.857,5191,doctor
48,193,-0.1,93.2,-42,4.153,5195.8,nurse
26,102,-2.9,92.963,-40.8,1.26,5076.2,doctor
34,455,1.4,93.918,-42.7,4.962,5228.1,doctor
48,373,-0.1,93.2,-42,4.153,5195.8,doctor
37,56,-0.1,93.2,-42,4.021,5195.8,doctor
27,167,-1.8,92.893,-46.2,1.266,5099.1,nurse
45,128,1.4,94.465,-41.8,4.958,5228.1,doctor
41,96,1.1,93.994,-36.4,4.864,5191,doctor
30,706,-0.1,93.2,-42,4.12,5195.8,doctor
38,82,-3.4,92.431,-26.9,0.754,5017.5,doctor
32,130,1.4,93.444,-36.1,4.967,5228.1,doctor
50,433,1.4,93.918,-42.7,4.962,5228.1,doctor
29,153,-0.1,93.2,-42,4.021,5195.8,nurse
33,184,1.4,93.444,-36.1,4.967,5228.1,doctor
36,95,-0.1,93.2,-42,4.153,5195.8,doctor
33,16,1.4,94.465,-41.8,4.865,5228.1,doctor
61,261,-2.9,92.469,-33.6,1.085,5076.2,engineer
49,156,1.4,94.465,-41.8,4.961,5228.1,doctor
47,173,-1.8,92.893,-46.2,1.313,5099.1,doctor
28,144,-1.8,92.843,-50,1.531,5099.1,nurse
47,127,1.1,93.994,-36.4,4.86,5191,doctor
50,186,1.4,93.918,-42.7,4.961,5228.1,doctor
53,431,-1.8,93.369,-34.8,0.654,5008.7,doctor
32,1009,1.4,94.465,-41.8,4.96,5228.1,doctor
46,357,-1.8,93.075,-47.1,1.41,5099.1,nurse
51,143,1.4,94.465,-41.8,4.864,5228.1,doctor
32,67,1.4,94.465,-41.8,4.864,5228.1,doctor
30,308,1.1,93.994,-36.4,4.855,5191,doctor
33,129,1.1,93.994,-36.4,4.857,5191,doctor
46,98,1.4,93.918,-42.7,4.961,5228.1,nurse
40,52,-0.1,93.2,-42,4.021,5195.8,doctor
33,113,-1.8,92.893,-46.2,1.266,5099.1,doctor
34,154,-0.1,93.2,-42,4.076,5195.8,doctor
31,155,1.4,93.444,-36.1,4.963,5228.1,doctor
42,46,1.4,93.918,-42.7,4.96,5228.1,doctor
30,338,1.4,94.465,-41.8,4.864,5228.1,nurse
37,445,-1.8,92.893,-46.2,1.334,5099.1,engineer
31,1279,-1.8,92.893,-46.2,1.281,5099.1,engineer
36,98,-1.8,92.893,-46.2,1.244,5099.1,doctor
43,153,1.1,93.994,-36.4,4.857,5191,doctor
30,177,1.4,93.918,-42.7,4.96,5228.1,doctor
25,277,1.4,93.918,-42.7,4.963,5228.1,doctor
47,162,1.1,93.994,-36.4,4.856,5191,nurse
55,205,1.4,94.465,-41.8,4.962,5228.1,doctor
49,374,1.1,93.994,-36.4,4.86,5191,doctor
54,53,1.4,94.465,-41.8,4.865,5228.1,doctor
24,91,-1.8,93.075,-47.1,1.41,5099.1,doctor
38,149,-1.1,94.199,-37.5,0.88,4963.6,nurse
31,426,-1.7,94.215,-40.3,0.899,4991.6,engineer
45,301,-0.1,93.2,-42,4.076,5195.8,doctor
40,161,-1.8,93.075,-47.1,1.41,5099.1,engineer
53,82,1.4,93.444,-36.1,4.963,5228.1,doctor
38,74,1.4,93.444,-36.1,4.964,5228.1,doctor
40,66,1.1,93.994,-36.4,4.855,5191,nurse
32,157,-1.8,92.893,-46.2,1.313,5099.1,doctor
58,511,-3.4,92.379,-29.8,0.781,5017.5,doctor
38,39,-0.1,93.798,-40.4,4.968,5195.8,doctor
37,351,1.1,93.994,-36.4,4.857,5191,nurse
63,156,-3.4,92.379,-29.8,0.803,5017.5,doctor
38,157,1.4,93.918,-42.7,4.96,5228.1,doctor
51,59,1.4,93.444,-36.1,4.963,5228.1,doctor
39,408,-1.8,92.893,-46.2,1.281,5099.1,doctor
35,98,1.1,93.994,-36.4,4.86,5191,nurse
45,333,1.4,94.465,-41.8,4.866,5228.1,doctor
30,300,-1.8,93.876,-40,0.682,5008.7,engineer
